adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
false,/qfAfE5auxsuxhxPpnETRAyTP5ff.jpg,"[28,53,878]",822119,en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",1794.8035,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,2025-02-12,Captain America: Brave New World,false,6.131,1091
false,/a3VFDThApTb4lpHfGJQ0oYnJdz8.jpg,"[53,28]",1151470,en,The Vigilante,"Returning from Afghanistan, Jessica, a Spec OPS Marine, finds herself in a war she never imagined and discovers middle America suburbia has changed when her thirteen year old sister, Aimee, is abducted by sex traffickers.",1718.4861250000001,/pWuGTUPJfxqJffRxvAYNNvI2SRx.jpg,2023-09-08,The Vigilante,false,5.9,21
false,/gsQJOfeW45KLiQeEIsom94QPQwb.jpg,"[28,53]",1125899,en,Cleaner,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.",1510.943375,/2KIqFpvjVI6mNBTQw7MYZdzRYvs.jpg,2025-02-19,Cleaner,false,5.8,46
false,null,"[53,878]",1165067,en,Cosmic Chaos,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.",1344.73975,/mClzWv7gBqgXfjZXp49Enyoex1v.jpg,2023-08-03,Cosmic Chaos,false,3.3,3
false,/19pr5CzgsBYs67FAJvke8GQxN4g.jpg,[27],1301650,mn,Z Zone,"In a remote corner of the world, a group of troubled youths finds themselves whisked away to a mysterious military base after a series of misbehaviors. Expecting little more than a stern reprimand, they are instead thrust into a world of secrets and shadows.  In a desperate bid for freedom, they must unravel the mysteries of the base and confront the sinister forces that lurk in the shadows. But with time running out and danger lurking around every corner, the odds of survival grow slimmer by the minute.  Courage, strength, and sacrifice, would they finally escape the clutches of the base and emerge from the darkness into the light?",1296.4256249999999,/s6kFtdxfTC4xR8yDGbIjTgGEcFI.jpg,2025-02-07,Z Zone,false,7.6,9
false,/k5F9jYfcsp4EFDVaUvyWd1uyXsX.jpg,"[16,28]",1297763,ja,ニンジャバットマン対ヤクザリーグ,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!",1222.743125,/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg,2025-03-17,Batman Ninja vs. Yakuza League,false,6.7,56
false,/2siOHQYDG7gCQB6g69g2pTZiSia.jpg,"[10751,14]",447273,en,Snow White,"Princess Snow White flees the castle when the Evil Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young thief named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process...",1114.221625,/xWWg47tTfparvjK0WJNX4xL8lW2.jpg,2025-03-19,Snow White,false,4.6,249
false,null,"[28,10752]",1373723,en,The Codes of War,"War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.",1046.893625,/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg,2025-03-20,The Codes of War,false,0,0
false,/2n7lYEeIbucsEQCswRcVB6ZYmMP.jpg,"[878,12,28]",777443,en,The Electric State,"An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",932.4646250000001,/1TZ9Er1xEAKizzKKqYVgJIhNkN2.jpg,2025-03-07,The Electric State,false,6.644,711
false,/zo8CIjJ2nfNOevqNajwMRO6Hwka.jpg,"[16,12,10751,35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",862.096125,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,2024-11-21,Moana 2,false,7.1,2040
false,/deUWVEgNh2IGjShyymZhaYP40ye.jpg,"[28,12,53]",1356039,es,Contraataque,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",817.12825,/lI2uFlSEkwXKljqiry7coaJ6wIS.jpg,2025-02-27,Counterattack,false,8.493,523
false,/AtciHGgpOU7ngsVhXbS2S5Spdlv.jpg,"[28,35]",1077782,en,Old Guy,"Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.",748.91275,/ulVVfNY8bmy1RbHfY4zi3fOwGzh.jpg,2024-12-13,Old Guy,false,5.3,47
false,/gFFqWsjLjRfipKzlzaYPD097FNC.jpg,"[28,53,80]",1126166,en,Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",655.685125,/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg,2025-01-22,Flight Risk,false,6.2,516
false,/1w8kutrRucTd3wlYyu5QlUDMiG1.jpg,"[12,10751,16]",762509,en,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",634.4501250000001,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,2024-12-18,Mufasa: The Lion King,false,7.483,1695
false,/mhKQ5ntqlXyck0TWh1pCpn42aAx.jpg,"[28,80,53]",1217379,en,Hellhound,"Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.",627.916375,/h1BtcTEk0pbe9XhbxrAp2oLKoWb.jpg,2024-06-20,Hellhound,false,6.1,22
false,/vuDzQwwkyGJ0CIk1x8pO9rAq7HE.jpg,"[53,80,9648]",1210938,ko,계시록,A pastor who believes in divine revelation and a detective haunted by visions pursue a missing person case — exposing their own demons in the process.,594.7908749999999,/ak0HlRVsVzh8mvwIUZpZr0z6uqW.jpg,2025-03-20,Revelations,false,6.672,32
false,/9nhjGaFLKtddDPtPaX5EmKqsWdH.jpg,"[10749,878,53]",950396,en,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",578.357625,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg,2025-02-13,The Gorge,false,7.7,2121
false,/hD2SN5bbqxk0kcRmsATJkXObgnZ.jpg,"[28,80,14,53]",1405338,ja,Demon City 鬼ゴロシ,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",577.71,/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg,2025-02-26,Demon City,false,6.88,166
false,/pwfXx2O3eFXi5dtWCV5XJPQJgqN.jpg,"[28,53]",1143407,hi,स्काई फ़ोर्स,"In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.",546.703875,/f1KLUpaW7rbXhUm5SxG1lpPFFCJ.jpg,2025-01-24,Sky Force,false,7.571,13
false,/zOpe0eHsq0A2NvNyBbtT6sj53qV.jpg,"[28,878,35,10751,12,14]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",538.21475,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,2024-12-19,Sonic the Hedgehog 3,false,7.8,2265
false,/7q5RVohE85yuQ9uZWXEXlHmfUOE.jpg,"[28,27]",1062276,en,Dark Match,"A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.",519.6165,/6E6fBED3ix7FmrWUWZdeYG4vqK8.jpg,2024-07-21,Dark Match,false,4.8,10
false,/gjqtmaKgZCZhCYgMJwsd3JHIAUt.jpg,[27],937393,en,Bloat,"After a near-death drowning accident, a young boy's family is horrified to discover he has become possessed by a legendary demon from the depths of the lake. As the family races against time to save the boy's soul, the evil monster inside the child tears the family apart as it seeks to destroy everyone in its path.",474.392375,/nlutnb8dO390fo5zkRayYiVuKdU.jpg,2025-03-07,Bloat,false,4,10
false,/2jllAxMf7dTMt1fw9A1slsaj6Fv.jpg,"[35,53]",1362608,fi,Pikku Siperia,"A pastor's faith turns upside down when a meteorite lands in his small Finnish town, its impact stirring up chaos and criminal intentions.",465.38487499999997,/lhg3YuybroN2gszAEanXLMtj473.jpg,2025-03-20,Little Siberia,false,7.425,20
false,/bA4Io3xv46oEyP4O51uU0EKbluF.jpg,"[28,80]",995926,ko,베테랑 2,"The veteran detective Seo Do-cheol and his team at Major Crimes, relentless in their pursuit of criminals, join forces with rookie cop Park Sun-woo to track down a serial killer who has plunged the nation into turmoil.",461.73325,/gAtP0usArK5gVOBObnsENKLwML8.jpg,2024-09-13,"I, the Executioner",false,7,45
false,/qSh3Aav8Kcoe2D2Azr8Bh1J0HAa.jpg,"[53,18]",1145725,en,Tyler Perry's Duplicity,High-powered attorney Marley faces her most personal case yet when she is tasked with uncovering the truth behind the murder of her best friend Fela’s husband. With the help of her boyfriend – a former cop turned private investigator – Marley’s search for what really happened leads her down a treacherous maze of deception and betrayal.,398.33175,/xNINmmVZuRn2MWo34Mj42OjBntN.jpg,2025-03-19,Tyler Perry's Duplicity,false,6.867,49
false,/7cNE2qydew1c8fqnlhWjkE3DHc2.jpg,"[28,18,12,10752]",927342,ta,அமரன்,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",384.922125,/edQwd95BzHY2XaWAoUgS50A4DHT.jpg,2024-10-31,Amaran,false,7.4,195
false,/lsgT602GYV8ts97sKH1gWFtQs1k.jpg,"[16,12,35,10751,14]",1104845,en,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,358.126125,/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg,2025-03-08,Plankton: The Movie,false,7,54
false,/hlfu6g0h0D65SjkVhQBU20zePTl.jpg,"[28,12,14,16]",1357633,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",350.37987499999997,/dblIFen0bNZAq8icJXHwrjfymDW.jpg,2024-11-26,Solo Leveling -ReAwakening-,false,6.9,172
false,/v9Du2HC3hlknAvGlWhquRbeifwW.jpg,"[28,12,53]",539972,en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",350.06224999999995,/1GvBhRxY6MELDfxFrete6BNhBB5.jpg,2024-12-11,Kraven the Hunter,false,6.667,1457
false,/jl2YIADk391yc6Qjy9JhgCRkHJk.jpg,"[16,18,35]",1064486,en,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",330.457625,/57AgZv1ITeBLShiNdchZ5153evs.jpg,2024-10-17,Memoir of a Snail,false,7.904,307
false,/dGULFnPJKPh0sdu3F64YmQ0qcym.jpg,"[53,18]",972533,en,Last Breath,Last Breath follows a seasoned deep-sea diver as he battles the raging elements to rescue his crewmate trapped hundreds of feet below the ocean's surface.,321.10525,/w04Xg5Bnqj7ECdCxTsHgqK6AtJW.jpg,2025-02-27,Last Breath,false,6.1,76
false,/zdy3h2sMppVp1Q41HpLiyF5w7es.jpg,"[16,14,12]",823219,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",311.142875,/imKSymKBK7o73sajciEmndJoVkR.jpg,2024-08-29,Flow,false,8.3,1634
false,/qUc0Hol3eP74dbW4YyqT6oRLYgT.jpg,"[878,35,12]",696506,en,Mickey 17,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",307.82824999999997,/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg,2025-02-28,Mickey 17,false,6.982,927
false,/u7AZ5CdT2af8buRjmYCPXNyJssd.jpg,"[28,35]",1160956,zh,熊猫计划,"International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.",300.49,/juiMX25vVnEIjyPT8C7O9XWbEEl.jpg,2024-10-01,Panda Plan,false,7,160
false,/aGgr2Q07AcyiWPGODoofgZDUEHp.jpg,"[28,35,10749]",1226406,en,Love Hurts,"A realtor is pulled back into the life he left behind after his former partner-in-crime resurfaces with an ominous message. With his crime-lord brother also on his trail, he must confront his past and the history he never fully buried.",297.36975,/skPPVeHoTTVVSJlb0Ib5vrqiuA4.jpg,2025-02-06,Love Hurts,false,6.004,126
false,/AflLdFIPKGQFVWhDSyedLo6aAR6.jpg,[27],1286663,en,Control Freak,"A motivational speaker, plagued by an uncontrollable itch on her head, becomes infected with a parasitic demon from her homeland.",296.375,/kmQb07CrOddVGV0Q73aeU4e8I18.jpg,2025-03-13,Control Freak,false,5.8,29
false,/8qXc6OLHoLHBxOFIjsfbZwWDFYH.jpg,"[28,80,18,53]",1230208,fr,Bastion 36,"Forced out of his elite unit, a troubled cop launches his own rogue investigation when mysterious killings claim the lives of his former colleagues.",292.5105,/AnDwpI8dY8iqJVUwVS5UotYAbB1.jpg,2025-02-27,Squad 36,false,6.3,100
false,/st9M4O4imOuQVU35RMeYuEQfkvD.jpg,"[27,18]",1140535,en,Presence,"A couple, Rebekah and Chris, and their children, Tyler and Chloe, move into a seemingly normal suburban home. When strange occurrences occur, they begin to believe that there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",292.46975,/hZ8dTeBzigV5SVgwG1ikSROAFiS.jpg,2025-01-16,Presence,false,5.915,224
false,/wLxQPbIM0Bcz832ekTVVlDq1AHV.jpg,"[35,27,878,53]",1084199,en,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",289.7085,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,2025-01-22,Companion,false,7.1,847
false,/vZG7PrX9HmdgL5qfZRjhJsFYEIA.jpg,"[28,878,12]",912649,en,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",285.49375,/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg,2024-10-22,Venom: The Last Dance,false,6.8,3062
false,/x8Kdi1OJbewkeGuijcSmUWrYyk2.jpg,"[28,35,10751,878]",926670,en,Henry Danger: The Movie,"Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.",281.4205,/dFWj2rOGsqSIX1PHFghbCBgpMnk.jpg,2025-01-17,Henry Danger: The Movie,false,7.801,183
false,/y12HU18e5FHNeqkSZdvMBEOY6BU.jpg,"[53,27,28]",1407861,en,The Bayou,"Vacation turns disaster when Houston grad Kyle and her friends survive a plane crash in the desolate Louisiana everglades, only to discover there's something way more dangerous lurking in the shallows.",268.96637499999997,/sf6j1SbgDf7VTjL1MRq5MAQSOyE.jpg,2025-01-31,The Bayou,false,6.2,36
false,/7z2lSLmiJ5jNeYCoXmton86BapN.jpg,"[10402,18,878]",1075456,en,O'Dessa,"A farm girl is on an epic quest to recover a cherished family heirloom. Her journey leads her to a strange and dangerous city where she meets her one true love – but in order to save his soul, she must put the power of destiny and song to the ultimate test.",268.4005875,/xbdRxyr1u5dbhvMm14w7J1jJWQS.jpg,2025-03-08,O'Dessa,false,6.2,41
false,/h4peDpoepEmErFwBeoIE4yZ1pvJ.jpg,"[27,35]",850920,en,The Parenting,"Boyfriends Josh and Rohan plan a weekend getaway to introduce their parents, only to discover that their rental is home to a 400-year-old poltergeist.",264.059125,/5lMu14IMuHo0hKYCwCIogt7IioX.jpg,2025-03-12,The Parenting,false,5.725,60
false,/qwK9soQmmJ7kRdjLZVXblw3g7AQ.jpg,"[28,12,53,80]",7451,en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",256.89525,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,xXx,false,5.94,4373
false,/l8qohlyzfJXC6HDLfUXiSjxFptr.jpg,[53],1239481,es,Raqa,"An enigmatic international spy in the service of Russia and a Spanish agent of Moroccan origin working for Europol coincide in the Syrian city of Raqqa, an enclave of the self-proclaimed Islamic State (ISIS). Both, despite being on opposite sides, have a common goal, to locate the whereabouts of one of the main leaders of the Jihad, known as The Jordan, to facilitate his elimination and precipitate the fall of the organization. In an atmosphere of mutual distrust, both will have to evade dangers, from summary executions to women sold into slavery.",256.090125,/jDzliBDT3xuNnifOX8qBIAJI8oA.jpg,2024-11-22,Raqqa: Spy vs. Spy,false,5.625,4
false,/Kj14WdD0Xqk7wZ5jXqHiyBMKtv.jpg,"[27,28,53]",1244361,th,ช.พ.๑ สมรภูมิคืนชีพ,"Inexperienced Thai soldiers battle a growing undead menace in this gruesome survival horror. A Japanese military experiment that turns men into monsters escapes containment, it’s up to these troops to save their nation from annihilation.",249.772,/rs10lMBnJFnJX1Y7MYpyB8JiNAF.jpg,2024-07-20,Operation Undead,false,3.9,11
false,/pUqEyiy1L8OF7NO9Rl4bji3Zz5C.jpg,[35],1360170,es,"María, ¡Me muero!","“Maria, I'm dying!” is a comedy about a hypochondriac man, the only being in the world capable of even terminal colds, and his wife who has to put up with it until he decides to do something about it. The fear of death has never been so fun.",248.835625,/u0rr4qLKx0WuKVOwV6mXBsi8l56.jpg,2024-10-31,"María, ¡Me muero!",false,6.8,12
false,/8mjYwWT50GkRrrRdyHzJorfEfcl.jpg,"[28,12,18]",558449,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",246.92175,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-13,Gladiator II,false,6.8,3072
false,/t98L9uphqBSNn2Mkvdm3xSFCQyi.jpg,"[27,878,18,35]",933260,en,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",246.91225,/cGm2qnmXx9tFabmzEIkJZjCJdQd.jpg,2024-09-07,The Substance,false,7.134,4257
false,/gmkgsEFAT7SRiOhDGXULREWN0SK.jpg,"[27,53]",1316673,en,Shark Girl,"When a beautiful young influencer survives a mysterious shark attack, she becomes a monstrous apex predator, hunting and feeding in sunny Venice Beach, California.",241.597125,/o9TpXnGskHRQcHtX4NYndP6o0zA.jpg,2024-07-09,Shark Girl,false,2.3,3
false,/kEYWal656zP5Q2Tohm91aw6orlT.jpg,"[18,35,10749]",1064213,en,Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",232.78387500000002,/7MrgIUeq0DD2iF7GR6wqJfYZNeC.jpg,2024-10-14,Anora,false,7.044,1853
false,/sNx1A3822kEbqeUxvo5A08o4N7o.jpg,"[28,35,53]",1195506,en,Novocaine,"When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.",226.91699999999997,/xmMHGz9dVRaMY6rRAlEX4W0Wdhm.jpg,2025-03-12,Novocaine,false,7.306,62
false,/bWKzdvrsrUoSt9btMESUipZ6SBf.jpg,"[16,12]",1229646,es,"Robotia, la película",,219.99337500000001,/uRH4QEaa38Pz7xOiBJDaWp50s8g.jpg,2024-06-07,"Robotia, la película",false,6,3
false,/mQZJoIhTEkNhCYAqcHrQqhENLdu.jpg,"[16,878,10751]",1184918,en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",217.64124999999999,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,2024-09-12,The Wild Robot,false,8.337,4594
false,/k50zwn8Gs4f999ezuVAL2WXLv5x.jpg,[35],1302151,es,Mesa de regalos,"Nicolás and Antonia are two inseparable friends who are far from the emotional and professional stability that all their acquaintances have achieved. After attending countless weddings, they come up with a plan as bold as it is ingenious: to fund their dreams by organizing their own fake wedding! They announce their ""secret love,"" plan a big celebration, and at the crucial moment, Antonia is to leave Nicolás standing at the altar. Confident that the scandal will discourage guests from claiming their gifts, they plan to split the loot. However, unexpected feelings begin to arise, which could complicate their brilliant plan.",216.609,/vtabAKvDiJFgsRFskSkX2dOKYr0.jpg,2025-01-16,Mesa de regalos,false,8.524,42
false,/lgkPzcOSnTvjeMnuFzozRO5HHw1.jpg,"[16,10751,35,878]",519182,en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",216.17362500000002,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,Despicable Me 4,false,7.1,2640
false,/qSOMdbZ6AOdHR999HWwVAh6ALFI.jpg,"[28,80,53]",1249289,en,Alarum,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",212.83225,/v313aUGmMNj6yNveaiQXysBmjVS.jpg,2025-01-16,Alarum,false,5.792,231
false,/585hAEHBMNqyCt3pswF5MjImBrR.jpg,"[12,18,14,16]",1333099,es,Dalia y el libro rojo,"Dalia, the daughter of a famous writer who has recently died, inherits the legacy of finishing his book. To do this, Dalia will become part of the book and will come face to face with the characters who have taken the theme of the book in order to be the protagonists.",210.03337499999998,/oyGyAQZOj7NzyLxCZX7FHKYELP1.jpg,2024-10-17,Dalia and the Red Book,false,7.208,12
false,/by8z9Fe8y7p4jo2YlW2SZDnptyT.jpg,"[28,35,878]",533535,en,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",205.70725,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,2024-07-24,Deadpool & Wolverine,false,7.608,6925
false,/1ApRLGSJ9ShDP1dUMAJQWbWBALz.jpg,"[28,18]",921436,ko,탈주,"After completing his required decade of military service and being honored as a hero, a North Korean sergeant makes a sudden shocking attempt to defect to the South, risking life and limb for the chance to finally determine his own destiny.",203.02825,/qiYaXpjoPASnLwyts0ZOLBjZO0u.jpg,2024-07-03,Escape,false,7.3,46
false,/pkBV1whXgA9mv8UpOXujr0gGTnI.jpg,"[35,27,53]",1013482,en,Borderline,A helplessly romantic sociopath escapes from a mental institution and invades the home of a '90s pop superstar. He just wants to be loved; she just wants to survive.,201.42725,/hUrNKVrkMN7sdt0oAioopMcxyoq.jpg,2025-03-14,Borderline,false,6,34
false,/wwtZN9fy6BaFguj6wGPV0ZtCLHD.jpg,"[18,14]",1128752,en,Bird,"12-year-old Bailey lives with her single dad Bug and brother Hunter in a squat in North Kent. Bug doesn’t have much time for his kids, and Bailey, who is approaching puberty, seeks attention and adventure elsewhere.",199.175875,/96LljvrTGesFPzRiytTrBgPV8W9.jpg,2024-11-08,Bird,false,7.3,94
false,/iXU87IdtNsYt7n6OigPJBDdbFf1.jpg,"[10751,16,35,28]",774370,en,Dog Man,"When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",197.706375,/89wNiexZdvLQ41OQWIsQy4O6jAQ.jpg,2025-01-24,Dog Man,false,7.8,172
false,/4Gyp48lFkmcxu20Fs7ukhTIuzSn.jpg,"[27,9648,53]",1293263,en,The Curse of the Necklace,"After separating due to his unpredictable alcohol infused temper, Frank try to win his wife Laura back by giving her a beautiful antique necklace he finds in an old 1938 evidence bag at the station. Unfortunately, the necklace is a conduit for the tormented soul of an evil boy from long ago, and Laura and her daughters find themselves in terrible danger from a little boy who no longer exists.",191.66837500000003,/tWrYpICZChiPwRnc8SkvxBFBE3y.jpg,2024-09-27,The Curse of the Necklace,false,5.8,31
false,/au3o84ub27qTZiMiEc9UYzN74V3.jpg,"[28,878,53]",1035048,en,Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,189.270125,/tnfc0NJ3BzhJrGJhkkEd6MHBdq5.jpg,2024-11-07,Elevation,false,6.5,635
false,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16,12,35,10751]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",188.093125,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,false,7.556,5680
false,/wHVkV7XML3IEFT355QlZ9uUc03V.jpg,"[10751,12,35]",935766,pt,Chico Bento e a Goiabeira Maraviosa,"Chuck Billy has spent his life picking guavas from Jed’s guava tree. But now that Dr. Agripino is going to build a road that will take down the tree, Chuck and his friends are going to do everything they can to stop it.",186.15075,/d2K7Zhw9yRjzoa4HBbrjt7aqlgT.jpg,2025-01-09,Chuck Billy and The Marvelous Guava Tree,false,8.4,22
false,/yuUXsE7S6m0uNARvC4BQhn6HWFg.jpg,[10749],508586,ko,젊은장모,A young mother-in-law falls in love with her daughter's boyfriend.,180.388375,/jIn3Z3heGwcRZQcR2f1wY9JMuzv.jpg,2018-03-09,Young Mother-in-Law,false,5.9,4
